UTC_PERIOD_START_DATETIME,N2EX,MIP
2021-01-01 00:00:00+00:00,68.0,68.54
2021-01-01 00:30:00+00:00,68.0,69.82
2021-01-01 01:00:00+00:00,62.7,67.42
2021-01-01 01:30:00+00:00,62.7,65.45
2021-01-01 02:00:00+00:00,56.0,59.44
2021-01-01 02:30:00+00:00,56.0,57.07
2021-01-01 03:00:00+00:00,50.1,50.1
2021-01-01 03:30:00+00:00,50.1,50.98
2021-01-01 04:00:00+00:00,50.0,57.77
2021-01-01 04:30:00+00:00,50.0,53.64
2021-01-01 05:00:00+00:00,48.0,53.42
2021-01-01 05:30:00+00:00,48.0,55.26
2021-01-01 06:00:00+00:00,50.0,57.78
2021-01-01 06:30:00+00:00,50.0,55.16
2021-01-01 07:00:00+00:00,40.0,37.71
2021-01-01 07:30:00+00:00,40.0,36.79
2021-01-01 08:00:00+00:00,45.9,42.52
2021-01-01 08:30:00+00:00,45.9,47.65
2021-01-01 09:00:00+00:00,56.35,41.98
2021-01-01 09:30:00+00:00,56.35,44.08
2021-01-01 10:00:00+00:00,60.5,49.93
2021-01-01 10:30:00+00:00,60.5,46.79
2021-01-01 11:00:00+00:00,60.0,53.42
2021-01-01 11:30:00+00:00,60.0,60.35
2021-01-01 12:00:00+00:00,67.5,68.28
2021-01-01 12:30:00+00:00,67.5,63.13
2021-01-01 13:00:00+00:00,66.0,70.06
2021-01-01 13:30:00+00:00,66.0,69.02
2021-01-01 14:00:00+00:00,66.0,71.27
2021-01-01 14:30:00+00:00,66.0,70.33
2021-01-01 15:00:00+00:00,66.2,76.11
2021-01-01 15:30:00+00:00,66.2,81.39
2021-01-01 16:00:00+00:00,86.75,82.2
2021-01-01 16:30:00+00:00,86.75,87.8
2021-01-01 17:00:00+00:00,90.0,92.37
2021-01-01 17:30:00+00:00,90.0,91.31
2021-01-01 18:00:00+00:00,75.2,88.93
2021-01-01 18:30:00+00:00,75.2,86.12
2021-01-01 19:00:00+00:00,66.9,82.01
2021-01-01 19:30:00+00:00,66.9,75.8
2021-01-01 20:00:00+00:00,62.7,74.05
2021-01-01 20:30:00+00:00,62.7,67.96
2021-01-01 21:00:00+00:00,63.0,68.05
2021-01-01 21:30:00+00:00,63.0,61.88
2021-01-01 22:00:00+00:00,50.0,58.24
2021-01-01 22:30:00+00:00,50.0,60.78
2021-01-01 23:00:00+00:00,64.5,56.69
2021-01-01 23:30:00+00:00,64.5,52.83
2021-01-02 00:00:00+00:00,64.0,57.47
2021-01-02 00:30:00+00:00,64.0,60.45
2021-01-02 01:00:00+00:00,58.0,58.17
2021-01-02 01:30:00+00:00,58.0,60.2
2021-01-02 02:00:00+00:00,50.0,57.56
2021-01-02 02:30:00+00:00,50.0,52.52
2021-01-02 03:00:00+00:00,50.0,44.96
2021-01-02 03:30:00+00:00,50.0,43.45
2021-01-02 04:00:00+00:00,45.5,46.92
2021-01-02 04:30:00+00:00,45.5,46.29
2021-01-02 05:00:00+00:00,45.1,47.74
2021-01-02 05:30:00+00:00,45.1,47.92
2021-01-02 06:00:00+00:00,54.8,50.13
2021-01-02 06:30:00+00:00,54.8,46.45
2021-01-02 07:00:00+00:00,52.1,42.19
2021-01-02 07:30:00+00:00,52.1,48.86
2021-01-02 08:00:00+00:00,58.5,49.73
2021-01-02 08:30:00+00:00,58.5,51.69
2021-01-02 09:00:00+00:00,60.95,55.85
2021-01-02 09:30:00+00:00,60.95,49.79
2021-01-02 10:00:00+00:00,60.4,50.46
2021-01-02 10:30:00+00:00,60.4,51.65
2021-01-02 11:00:00+00:00,61.0,56.69
2021-01-02 11:30:00+00:00,61.0,56.04
2021-01-02 12:00:00+00:00,64.1,59.21
2021-01-02 12:30:00+00:00,64.1,65.11
2021-01-02 13:00:00+00:00,64.0,70.38
2021-01-02 13:30:00+00:00,64.0,67.33
2021-01-02 14:00:00+00:00,63.0,65.15
2021-01-02 14:30:00+00:00,63.0,57.48
2021-01-02 15:00:00+00:00,54.0,55.86
2021-01-02 15:30:00+00:00,54.0,66.18
2021-01-02 16:00:00+00:00,75.7,69.43
2021-01-02 16:30:00+00:00,75.7,77.36
2021-01-02 17:00:00+00:00,104.6,103.13
2021-01-02 17:30:00+00:00,104.6,103.78
2021-01-02 18:00:00+00:00,85.05,95.91
2021-01-02 18:30:00+00:00,85.05,81.83
2021-01-02 19:00:00+00:00,70.0,69.17
2021-01-02 19:30:00+00:00,70.0,50.02
2021-01-02 20:00:00+00:00,62.0,50.0
2021-01-02 20:30:00+00:00,62.0,50.8
2021-01-02 21:00:00+00:00,59.0,56.88
2021-01-02 21:30:00+00:00,59.0,61.85
2021-01-02 22:00:00+00:00,51.0,56.49
2021-01-02 22:30:00+00:00,51.0,57.15
2021-01-02 23:00:00+00:00,63.0,62.28
2021-01-02 23:30:00+00:00,63.0,62.25
2021-01-03 00:00:00+00:00,63.0,61.59
2021-01-03 00:30:00+00:00,63.0,62.35
2021-01-03 01:00:00+00:00,62.0,65.77
2021-01-03 01:30:00+00:00,62.0,66.44
2021-01-03 02:00:00+00:00,58.0,61.58
2021-01-03 02:30:00+00:00,58.0,58.41
2021-01-03 03:00:00+00:00,51.4,55.16
2021-01-03 03:30:00+00:00,51.4,43.01
2021-01-03 04:00:00+00:00,45.0,27.55
2021-01-03 04:30:00+00:00,45.0,22.44
2021-01-03 05:00:00+00:00,44.0,34.42
2021-01-03 05:30:00+00:00,44.0,46.79
2021-01-03 06:00:00+00:00,46.5,51.04
2021-01-03 06:30:00+00:00,46.5,44.26
2021-01-03 07:00:00+00:00,41.6,44.9
2021-01-03 07:30:00+00:00,41.6,47.51
2021-01-03 08:00:00+00:00,54.0,45.77
2021-01-03 08:30:00+00:00,54.0,50.47
2021-01-03 09:00:00+00:00,60.5,46.8
2021-01-03 09:30:00+00:00,60.5,44.23
2021-01-03 10:00:00+00:00,62.0,44.17
2021-01-03 10:30:00+00:00,62.0,54.22
2021-01-03 11:00:00+00:00,60.0,57.77
2021-01-03 11:30:00+00:00,60.0,65.89
2021-01-03 12:00:00+00:00,66.0,69.7
2021-01-03 12:30:00+00:00,66.0,70.3
2021-01-03 13:00:00+00:00,66.0,70.96
2021-01-03 13:30:00+00:00,66.0,69.64
2021-01-03 14:00:00+00:00,64.0,62.96
2021-01-03 14:30:00+00:00,64.0,55.4
2021-01-03 15:00:00+00:00,55.0,51.14
2021-01-03 15:30:00+00:00,55.0,54.58
2021-01-03 16:00:00+00:00,80.0,61.72
2021-01-03 16:30:00+00:00,80.0,78.57
2021-01-03 17:00:00+00:00,100.0,85.71
2021-01-03 17:30:00+00:00,100.0,78.91
2021-01-03 18:00:00+00:00,77.2,67.18
2021-01-03 18:30:00+00:00,77.2,63.42
2021-01-03 19:00:00+00:00,70.0,64.73
2021-01-03 19:30:00+00:00,70.0,60.47
2021-01-03 20:00:00+00:00,59.3,57.14
2021-01-03 20:30:00+00:00,59.3,57.96
2021-01-03 21:00:00+00:00,60.0,58.85
2021-01-03 21:30:00+00:00,60.0,57.77
2021-01-03 22:00:00+00:00,50.7,56.66
2021-01-03 22:30:00+00:00,50.7,56.47
2021-01-03 23:00:00+00:00,57.0,56.94
2021-01-03 23:30:00+00:00,57.0,46.49
2021-01-04 00:00:00+00:00,57.0,50.75
2021-01-04 00:30:00+00:00,57.0,56.0
2021-01-04 01:00:00+00:00,58.0,52.67
2021-01-04 01:30:00+00:00,58.0,54.5
2021-01-04 02:00:00+00:00,53.0,53.75
2021-01-04 02:30:00+00:00,53.0,54.33
2021-01-04 03:00:00+00:00,42.75,55.53
2021-01-04 03:30:00+00:00,42.75,53.74
2021-01-04 04:00:00+00:00,40.0,53.96
2021-01-04 04:30:00+00:00,40.0,52.9
2021-01-04 05:00:00+00:00,51.1,58.95
2021-01-04 05:30:00+00:00,51.1,60.75
2021-01-04 06:00:00+00:00,57.0,62.65
2021-01-04 06:30:00+00:00,57.0,55.73
2021-01-04 07:00:00+00:00,58.1,52.66
2021-01-04 07:30:00+00:00,58.1,49.96
2021-01-04 08:00:00+00:00,61.2,43.3
2021-01-04 08:30:00+00:00,61.2,52.57
2021-01-04 09:00:00+00:00,62.0,61.72
2021-01-04 09:30:00+00:00,62.0,62.86
2021-01-04 10:00:00+00:00,62.0,61.8
2021-01-04 10:30:00+00:00,62.0,62.19
2021-01-04 11:00:00+00:00,62.0,64.53
2021-01-04 11:30:00+00:00,62.0,67.03
2021-01-04 12:00:00+00:00,62.0,69.45
2021-01-04 12:30:00+00:00,62.0,72.21
2021-01-04 13:00:00+00:00,62.2,70.12
2021-01-04 13:30:00+00:00,62.2,64.89
2021-01-04 14:00:00+00:00,58.5,66.12
2021-01-04 14:30:00+00:00,58.5,60.85
2021-01-04 15:00:00+00:00,58.0,73.31
2021-01-04 15:30:00+00:00,58.0,81.0
2021-01-04 16:00:00+00:00,78.0,74.41
2021-01-04 16:30:00+00:00,78.0,78.5
2021-01-04 17:00:00+00:00,102.25,81.4
2021-01-04 17:30:00+00:00,102.25,76.06
2021-01-04 18:00:00+00:00,87.75,75.51
2021-01-04 18:30:00+00:00,87.75,73.29
2021-01-04 19:00:00+00:00,66.56,65.5
2021-01-04 19:30:00+00:00,66.56,64.61
2021-01-04 20:00:00+00:00,58.0,59.69
2021-01-04 20:30:00+00:00,58.0,58.59
2021-01-04 21:00:00+00:00,60.0,60.26
2021-01-04 21:30:00+00:00,60.0,61.09
2021-01-04 22:00:00+00:00,55.0,60.64
2021-01-04 22:30:00+00:00,55.0,61.42
2021-01-04 23:00:00+00:00,58.0,54.56
2021-01-04 23:30:00+00:00,58.0,49.27
2021-01-05 00:00:00+00:00,56.0,47.05
2021-01-05 00:30:00+00:00,56.0,51.08
2021-01-05 01:00:00+00:00,56.0,52.09
2021-01-05 01:30:00+00:00,56.0,54.03
2021-01-05 02:00:00+00:00,50.9,55.84
2021-01-05 02:30:00+00:00,50.9,54.16
2021-01-05 03:00:00+00:00,49.8,54.48
2021-01-05 03:30:00+00:00,49.8,49.46
2021-01-05 04:00:00+00:00,49.5,50.31
2021-01-05 04:30:00+00:00,49.5,48.88
2021-01-05 05:00:00+00:00,54.0,48.56
2021-01-05 05:30:00+00:00,54.0,47.61
2021-01-05 06:00:00+00:00,63.3,58.84
2021-01-05 06:30:00+00:00,63.3,53.36
2021-01-05 07:00:00+00:00,61.7,51.2
2021-01-05 07:30:00+00:00,61.7,52.22
2021-01-05 08:00:00+00:00,64.0,59.14
2021-01-05 08:30:00+00:00,64.0,69.18
2021-01-05 09:00:00+00:00,66.0,73.51
2021-01-05 09:30:00+00:00,66.0,75.08
2021-01-05 10:00:00+00:00,64.0,76.34
2021-01-05 10:30:00+00:00,64.0,76.5
2021-01-05 11:00:00+00:00,64.8,79.32
2021-01-05 11:30:00+00:00,64.8,78.97
2021-01-05 12:00:00+00:00,67.6,79.68
2021-01-05 12:30:00+00:00,67.6,79.39
2021-01-05 13:00:00+00:00,66.4,78.66
2021-01-05 13:30:00+00:00,66.4,77.74
2021-01-05 14:00:00+00:00,65.5,79.59
2021-01-05 14:30:00+00:00,65.5,74.95
2021-01-05 15:00:00+00:00,67.0,75.93
2021-01-05 15:30:00+00:00,67.0,84.33
2021-01-05 16:00:00+00:00,92.0,75.96
2021-01-05 16:30:00+00:00,92.0,86.58
2021-01-05 17:00:00+00:00,125.0,93.65
2021-01-05 17:30:00+00:00,125.0,95.15
2021-01-05 18:00:00+00:00,98.0,87.61
2021-01-05 18:30:00+00:00,98.0,83.27
2021-01-05 19:00:00+00:00,77.2,79.99
2021-01-05 19:30:00+00:00,77.2,71.08
2021-01-05 20:00:00+00:00,63.1,65.36
2021-01-05 20:30:00+00:00,63.1,62.52
2021-01-05 21:00:00+00:00,62.8,54.91
2021-01-05 21:30:00+00:00,62.8,54.24
2021-01-05 22:00:00+00:00,54.9,52.42
2021-01-05 22:30:00+00:00,54.9,52.2
2021-01-05 23:00:00+00:00,48.0,55.36
2021-01-05 23:30:00+00:00,48.0,57.97
2021-01-06 00:00:00+00:00,48.0,56.25
2021-01-06 00:30:00+00:00,48.0,58.62
2021-01-06 01:00:00+00:00,47.6,49.28
2021-01-06 01:30:00+00:00,47.6,35.58
2021-01-06 02:00:00+00:00,46.0,31.43
2021-01-06 02:30:00+00:00,46.0,38.18
2021-01-06 03:00:00+00:00,47.4,49.26
2021-01-06 03:30:00+00:00,47.4,51.68
2021-01-06 04:00:00+00:00,48.0,50.17
2021-01-06 04:30:00+00:00,48.0,46.65
2021-01-06 05:00:00+00:00,49.0,55.24
2021-01-06 05:30:00+00:00,49.0,53.8
2021-01-06 06:00:00+00:00,54.5,52.6
2021-01-06 06:30:00+00:00,54.5,49.18
2021-01-06 07:00:00+00:00,65.0,46.46
2021-01-06 07:30:00+00:00,65.0,53.64
2021-01-06 08:00:00+00:00,77.0,50.34
2021-01-06 08:30:00+00:00,77.0,65.35
2021-01-06 09:00:00+00:00,97.9,89.39
2021-01-06 09:30:00+00:00,97.9,92.49
2021-01-06 10:00:00+00:00,100.0,90.09
2021-01-06 10:30:00+00:00,100.0,85.87
2021-01-06 11:00:00+00:00,102.0,86.88
2021-01-06 11:30:00+00:00,102.0,87.13
2021-01-06 12:00:00+00:00,120.0,88.16
2021-01-06 12:30:00+00:00,120.0,96.31
2021-01-06 13:00:00+00:00,110.0,114.66
2021-01-06 13:30:00+00:00,110.0,98.38
2021-01-06 14:00:00+00:00,108.0,96.16
2021-01-06 14:30:00+00:00,108.0,92.4
2021-01-06 15:00:00+00:00,120.0,114.25
2021-01-06 15:30:00+00:00,120.0,112.79
2021-01-06 16:00:00+00:00,500.0,129.74
2021-01-06 16:30:00+00:00,500.0,131.7
2021-01-06 17:00:00+00:00,737.45,172.98
2021-01-06 17:30:00+00:00,737.45,218.43
2021-01-06 18:00:00+00:00,298.0,190.82
2021-01-06 18:30:00+00:00,298.0,135.41
2021-01-06 19:00:00+00:00,117.2,75.1
2021-01-06 19:30:00+00:00,117.2,63.39
2021-01-06 20:00:00+00:00,72.0,59.93
2021-01-06 20:30:00+00:00,72.0,55.06
2021-01-06 21:00:00+00:00,56.5,56.54
2021-01-06 21:30:00+00:00,56.5,56.27
2021-01-06 22:00:00+00:00,51.5,57.12
2021-01-06 22:30:00+00:00,51.5,55.29
2021-01-06 23:00:00+00:00,52.1,54.23
2021-01-06 23:30:00+00:00,52.1,55.86
2021-01-07 00:00:00+00:00,49.14,57.81
2021-01-07 00:30:00+00:00,49.14,64.42
2021-01-07 01:00:00+00:00,47.3,57.19
2021-01-07 01:30:00+00:00,47.3,53.57
2021-01-07 02:00:00+00:00,45.5,54.4
2021-01-07 02:30:00+00:00,45.5,54.93
2021-01-07 03:00:00+00:00,45.5,55.27
2021-01-07 03:30:00+00:00,45.5,54.76
2021-01-07 04:00:00+00:00,48.9,54.64
2021-01-07 04:30:00+00:00,48.9,54.73
2021-01-07 05:00:00+00:00,57.3,58.51
2021-01-07 05:30:00+00:00,57.3,55.68
2021-01-07 06:00:00+00:00,65.0,62.32
2021-01-07 06:30:00+00:00,65.0,58.38
2021-01-07 07:00:00+00:00,73.2,79.99
2021-01-07 07:30:00+00:00,73.2,93.91
2021-01-07 08:00:00+00:00,81.6,82.25
2021-01-07 08:30:00+00:00,81.6,95.73
2021-01-07 09:00:00+00:00,90.0,95.75
2021-01-07 09:30:00+00:00,90.0,96.84
2021-01-07 10:00:00+00:00,90.0,100.85
2021-01-07 10:30:00+00:00,90.0,105.27
2021-01-07 11:00:00+00:00,88.1,92.45
2021-01-07 11:30:00+00:00,88.1,91.31
2021-01-07 12:00:00+00:00,87.0,100.34
2021-01-07 12:30:00+00:00,87.0,106.79
2021-01-07 13:00:00+00:00,94.0,96.18
2021-01-07 13:30:00+00:00,94.0,95.58
2021-01-07 14:00:00+00:00,85.0,97.42
2021-01-07 14:30:00+00:00,85.0,92.68
2021-01-07 15:00:00+00:00,100.0,150.49
2021-01-07 15:30:00+00:00,100.0,184.08
2021-01-07 16:00:00+00:00,237.5,140.09
2021-01-07 16:30:00+00:00,237.5,227.62
2021-01-07 17:00:00+00:00,387.5,568.41
2021-01-07 17:30:00+00:00,387.5,595.28
2021-01-07 18:00:00+00:00,155.0,405.03
2021-01-07 18:30:00+00:00,155.0,270.49
2021-01-07 19:00:00+00:00,87.7,89.26
2021-01-07 19:30:00+00:00,87.7,88.89
2021-01-07 20:00:00+00:00,66.9,95.18
2021-01-07 20:30:00+00:00,66.9,74.78
2021-01-07 21:00:00+00:00,58.1,65.65
2021-01-07 21:30:00+00:00,58.1,62.15
2021-01-07 22:00:00+00:00,54.0,62.39
2021-01-07 22:30:00+00:00,54.0,61.28
2021-01-07 23:00:00+00:00,56.1,57.19
2021-01-07 23:30:00+00:00,56.1,59.07
2021-01-08 00:00:00+00:00,53.5,59.12
2021-01-08 00:30:00+00:00,53.5,59.69
2021-01-08 01:00:00+00:00,49.9,59.81
2021-01-08 01:30:00+00:00,49.9,57.92
2021-01-08 02:00:00+00:00,46.6,56.68
2021-01-08 02:30:00+00:00,46.6,52.99
2021-01-08 03:00:00+00:00,46.0,54.66
2021-01-08 03:30:00+00:00,46.0,54.63
2021-01-08 04:00:00+00:00,48.95,55.18
2021-01-08 04:30:00+00:00,48.95,54.59
2021-01-08 05:00:00+00:00,54.4,63.35
2021-01-08 05:30:00+00:00,54.4,63.87
2021-01-08 06:00:00+00:00,67.0,78.0
2021-01-08 06:30:00+00:00,67.0,70.95
2021-01-08 07:00:00+00:00,80.0,71.22
2021-01-08 07:30:00+00:00,80.0,86.48
2021-01-08 08:00:00+00:00,85.6,80.95
2021-01-08 08:30:00+00:00,85.6,107.07
2021-01-08 09:00:00+00:00,92.0,95.54
2021-01-08 09:30:00+00:00,92.0,108.26
2021-01-08 10:00:00+00:00,97.0,101.89
2021-01-08 10:30:00+00:00,97.0,96.57
2021-01-08 11:00:00+00:00,95.0,117.49
2021-01-08 11:30:00+00:00,95.0,124.08
2021-01-08 12:00:00+00:00,102.5,126.56
2021-01-08 12:30:00+00:00,102.5,127.64
2021-01-08 13:00:00+00:00,98.8,139.78
2021-01-08 13:30:00+00:00,98.8,132.28
2021-01-08 14:00:00+00:00,90.0,120.72
2021-01-08 14:30:00+00:00,90.0,130.87
2021-01-08 15:00:00+00:00,102.5,223.03
2021-01-08 15:30:00+00:00,102.5,262.06
2021-01-08 16:00:00+00:00,262.5,306.45
2021-01-08 16:30:00+00:00,262.5,432.57
2021-01-08 17:00:00+00:00,525.0,830.0
2021-01-08 17:30:00+00:00,525.0,764.45
2021-01-08 18:00:00+00:00,224.9,536.79
2021-01-08 18:30:00+00:00,224.9,394.72
2021-01-08 19:00:00+00:00,89.0,146.22
2021-01-08 19:30:00+00:00,89.0,172.72
2021-01-08 20:00:00+00:00,71.0,147.09
2021-01-08 20:30:00+00:00,71.0,124.61
2021-01-08 21:00:00+00:00,63.5,112.88
2021-01-08 21:30:00+00:00,63.5,96.7
2021-01-08 22:00:00+00:00,61.0,89.03
2021-01-08 22:30:00+00:00,61.0,80.44
2021-01-08 23:00:00+00:00,67.0,70.16
2021-01-08 23:30:00+00:00,67.0,70.6
2021-01-09 00:00:00+00:00,65.9,69.42
2021-01-09 00:30:00+00:00,65.9,70.66
2021-01-09 01:00:00+00:00,63.0,71.79
2021-01-09 01:30:00+00:00,63.0,70.91
2021-01-09 02:00:00+00:00,59.8,70.07
2021-01-09 02:30:00+00:00,59.8,69.93
2021-01-09 03:00:00+00:00,58.0,63.69
2021-01-09 03:30:00+00:00,58.0,62.06
2021-01-09 04:00:00+00:00,57.0,62.64
2021-01-09 04:30:00+00:00,57.0,63.54
2021-01-09 05:00:00+00:00,58.0,56.01
2021-01-09 05:30:00+00:00,58.0,58.64
2021-01-09 06:00:00+00:00,59.3,61.33
2021-01-09 06:30:00+00:00,59.3,58.13
2021-01-09 07:00:00+00:00,60.0,60.93
2021-01-09 07:30:00+00:00,60.0,61.53
2021-01-09 08:00:00+00:00,66.6,59.45
2021-01-09 08:30:00+00:00,66.6,60.33
2021-01-09 09:00:00+00:00,65.0,59.73
2021-01-09 09:30:00+00:00,65.0,56.16
2021-01-09 10:00:00+00:00,65.0,57.83
2021-01-09 10:30:00+00:00,65.0,59.28
2021-01-09 11:00:00+00:00,70.0,66.77
2021-01-09 11:30:00+00:00,70.0,68.42
2021-01-09 12:00:00+00:00,74.0,69.97
2021-01-09 12:30:00+00:00,74.0,69.73
2021-01-09 13:00:00+00:00,67.0,68.54
2021-01-09 13:30:00+00:00,67.0,65.98
2021-01-09 14:00:00+00:00,59.0,66.1
2021-01-09 14:30:00+00:00,59.0,64.31
2021-01-09 15:00:00+00:00,57.5,69.48
2021-01-09 15:30:00+00:00,57.5,62.25
2021-01-09 16:00:00+00:00,80.2,67.98
2021-01-09 16:30:00+00:00,80.2,83.79
2021-01-09 17:00:00+00:00,162.5,107.72
2021-01-09 17:30:00+00:00,162.5,98.99
2021-01-09 18:00:00+00:00,84.0,102.48
2021-01-09 18:30:00+00:00,84.0,100.38
2021-01-09 19:00:00+00:00,70.0,101.5
2021-01-09 19:30:00+00:00,70.0,81.55
2021-01-09 20:00:00+00:00,65.05,61.96
2021-01-09 20:30:00+00:00,65.05,64.58
2021-01-09 21:00:00+00:00,63.15,67.01
2021-01-09 21:30:00+00:00,63.15,66.45
2021-01-09 22:00:00+00:00,57.8,65.74
2021-01-09 22:30:00+00:00,57.8,65.71
2021-01-09 23:00:00+00:00,68.5,56.57
2021-01-09 23:30:00+00:00,68.5,62.85
2021-01-10 00:00:00+00:00,64.0,63.83
2021-01-10 00:30:00+00:00,64.0,68.45
2021-01-10 01:00:00+00:00,65.0,66.15
2021-01-10 01:30:00+00:00,65.0,66.43
2021-01-10 02:00:00+00:00,60.3,62.25
2021-01-10 02:30:00+00:00,60.3,65.59
2021-01-10 03:00:00+00:00,55.55,65.97
2021-01-10 03:30:00+00:00,55.55,65.48
2021-01-10 04:00:00+00:00,52.0,62.78
2021-01-10 04:30:00+00:00,52.0,66.34
2021-01-10 05:00:00+00:00,52.0,68.55
2021-01-10 05:30:00+00:00,52.0,67.47
2021-01-10 06:00:00+00:00,57.7,67.21
2021-01-10 06:30:00+00:00,57.7,59.59
2021-01-10 07:00:00+00:00,48.3,56.25
2021-01-10 07:30:00+00:00,48.3,56.49
2021-01-10 08:00:00+00:00,59.0,56.83
2021-01-10 08:30:00+00:00,59.0,62.98
2021-01-10 09:00:00+00:00,65.0,54.93
2021-01-10 09:30:00+00:00,65.0,52.71
2021-01-10 10:00:00+00:00,72.0,54.48
2021-01-10 10:30:00+00:00,72.0,63.95
2021-01-10 11:00:00+00:00,68.0,81.73
2021-01-10 11:30:00+00:00,68.0,85.32
2021-01-10 12:00:00+00:00,74.0,78.73
2021-01-10 12:30:00+00:00,74.0,80.91
2021-01-10 13:00:00+00:00,68.0,82.36
2021-01-10 13:30:00+00:00,68.0,76.07
2021-01-10 14:00:00+00:00,64.0,69.13
2021-01-10 14:30:00+00:00,64.0,64.97
2021-01-10 15:00:00+00:00,58.5,55.85
2021-01-10 15:30:00+00:00,58.5,61.19
2021-01-10 16:00:00+00:00,88.5,59.57
2021-01-10 16:30:00+00:00,88.5,68.51
2021-01-10 17:00:00+00:00,119.65,85.81
2021-01-10 17:30:00+00:00,119.65,79.62
2021-01-10 18:00:00+00:00,78.0,74.77
2021-01-10 18:30:00+00:00,78.0,73.34
2021-01-10 19:00:00+00:00,72.0,55.9
2021-01-10 19:30:00+00:00,72.0,52.71
2021-01-10 20:00:00+00:00,60.0,46.26
2021-01-10 20:30:00+00:00,60.0,54.07
2021-01-10 21:00:00+00:00,60.9,58.2
2021-01-10 21:30:00+00:00,60.9,57.14
2021-01-10 22:00:00+00:00,54.0,54.96
2021-01-10 22:30:00+00:00,54.0,52.29
2021-01-10 23:00:00+00:00,64.0,27.79
2021-01-10 23:30:00+00:00,64.0,24.54
2021-01-11 00:00:00+00:00,55.2,39.81
2021-01-11 00:30:00+00:00,55.2,42.15
2021-01-11 01:00:00+00:00,53.0,43.67
2021-01-11 01:30:00+00:00,53.0,39.76
2021-01-11 02:00:00+00:00,50.0,31.55
2021-01-11 02:30:00+00:00,50.0,21.34
2021-01-11 03:00:00+00:00,46.6,37.73
2021-01-11 03:30:00+00:00,46.6,33.72
2021-01-11 04:00:00+00:00,49.0,35.54
2021-01-11 04:30:00+00:00,49.0,39.78
2021-01-11 05:00:00+00:00,60.0,41.59
2021-01-11 05:30:00+00:00,60.0,45.63
2021-01-11 06:00:00+00:00,67.2,57.02
2021-01-11 06:30:00+00:00,67.2,51.17
2021-01-11 07:00:00+00:00,60.0,56.81
2021-01-11 07:30:00+00:00,60.0,62.68
2021-01-11 08:00:00+00:00,65.0,64.73
2021-01-11 08:30:00+00:00,65.0,67.86
2021-01-11 09:00:00+00:00,66.0,69.94
2021-01-11 09:30:00+00:00,66.0,70.61
2021-01-11 10:00:00+00:00,67.0,68.08
2021-01-11 10:30:00+00:00,67.0,64.09
2021-01-11 11:00:00+00:00,69.7,59.0
2021-01-11 11:30:00+00:00,69.7,64.76
2021-01-11 12:00:00+00:00,69.1,66.03
2021-01-11 12:30:00+00:00,69.1,67.06
2021-01-11 13:00:00+00:00,69.3,60.85
2021-01-11 13:30:00+00:00,69.3,60.39
2021-01-11 14:00:00+00:00,65.1,60.15
2021-01-11 14:30:00+00:00,65.1,57.74
2021-01-11 15:00:00+00:00,65.0,61.93
2021-01-11 15:30:00+00:00,65.0,72.35
2021-01-11 16:00:00+00:00,85.0,61.67
2021-01-11 16:30:00+00:00,85.0,71.76
2021-01-11 17:00:00+00:00,98.6,67.87
2021-01-11 17:30:00+00:00,98.6,67.71
2021-01-11 18:00:00+00:00,88.0,68.34
2021-01-11 18:30:00+00:00,88.0,65.98
2021-01-11 19:00:00+00:00,76.1,46.23
2021-01-11 19:30:00+00:00,76.1,43.73
2021-01-11 20:00:00+00:00,67.0,42.43
2021-01-11 20:30:00+00:00,67.0,47.79
2021-01-11 21:00:00+00:00,62.0,51.18
2021-01-11 21:30:00+00:00,62.0,51.82
2021-01-11 22:00:00+00:00,56.0,48.18
2021-01-11 22:30:00+00:00,56.0,47.33
2021-01-11 23:00:00+00:00,55.2,26.87
2021-01-11 23:30:00+00:00,55.2,24.44
2021-01-12 00:00:00+00:00,51.0,32.83
2021-01-12 00:30:00+00:00,51.0,62.73
2021-01-12 01:00:00+00:00,54.0,60.12
2021-01-12 01:30:00+00:00,54.0,61.21
2021-01-12 02:00:00+00:00,52.1,56.02
2021-01-12 02:30:00+00:00,52.1,53.91
2021-01-12 03:00:00+00:00,51.0,42.08
2021-01-12 03:30:00+00:00,51.0,37.36
2021-01-12 04:00:00+00:00,51.0,48.41
2021-01-12 04:30:00+00:00,51.0,45.56
2021-01-12 05:00:00+00:00,55.6,60.44
2021-01-12 05:30:00+00:00,55.6,47.04
2021-01-12 06:00:00+00:00,60.0,64.5
2021-01-12 06:30:00+00:00,60.0,36.05
2021-01-12 07:00:00+00:00,62.0,39.72
2021-01-12 07:30:00+00:00,62.0,55.14
2021-01-12 08:00:00+00:00,68.0,45.4
2021-01-12 08:30:00+00:00,68.0,62.47
2021-01-12 09:00:00+00:00,78.0,59.41
2021-01-12 09:30:00+00:00,78.0,73.29
2021-01-12 10:00:00+00:00,80.0,78.7
2021-01-12 10:30:00+00:00,80.0,71.44
2021-01-12 11:00:00+00:00,85.0,78.09
2021-01-12 11:30:00+00:00,85.0,75.55
2021-01-12 12:00:00+00:00,87.0,76.13
2021-01-12 12:30:00+00:00,87.0,78.74
2021-01-12 13:00:00+00:00,89.2,84.71
2021-01-12 13:30:00+00:00,89.2,83.93
2021-01-12 14:00:00+00:00,87.0,79.8
2021-01-12 14:30:00+00:00,87.0,84.37
